index,lastNameEn,lastNameGe,count
42771,gabeskiria-khoshtaria,გაბესკირია-ხოშტარია,1
42772,khizirbashi,ყიზირბაში,1
42773,davitia,დავითია,1
42774,kaganiuk,კაგანიუკ,1
42775,shapi,შაფი,1
42776,suntsovi,სუნცოვი,1
42777,chuzhba,ჩუჟბა,1
42778,antadze-tamminga,ანთაძე-ტამმინგა,1
42779,konrad,კონრად,1
42780,vasadze-kalandadze,ვასაძე-კალანდაძე,1
42781,adajian,ადაჯიან,1
42782,zubaevi,ზუბაევი,1
42783,evetsi,ევეცი,1
42784,zaloga,ზალოგა,1
42785,bukhuntaradze,ბუხუნტარაძე,1
42786,tchanturia-baramidze,ჭანტურია-ბარამიძე,1
42787,qachukhashvili,ქაჩუხაშვილი,1
42788,golovskaia,გოლოვსკაია,1
42789,gogelia-sikharulidze,გოგელია-სიხარულიძე,1
42790,medvedova,მედვედოვა,1
42791,evtodieva,ევტოდიევა,1
42792,semikin,სემიკინ,1
42793,asambadze-todria,ასამბაძე-თოდრია,1
42794,tchakhadze-dumbadze,ჭახაძე-დუმბაძე,1
42795,gurielidze-lomtatidze,გურიელიძე-ლომთათიძე,1
42796,sekhnieshvili,სეხნიეშვილი,1
42797,bergamalian,ბერგამალიან,1
42798,diqiji,დიქიჯი,1
42799,malashini,მალაშინი,1
42800,jibuti-sikharulidze,ჯიბუტი-სიხარულიძე,1
42801,chkhikvadze-barsonidze,ჩხიკვაძე-ბარსონიძე,1
42802,balasov,ბალასოვ,1
42803,babaliq,ბაბალიქ,1
42804,ujmajuridze-baratashvili,უჯმაჯურიძე-ბარათაშვილი,1
42805,ghvinianidze-tevzadze,ღვინიანიძე-თევზაძე,1
42806,berdzenishvili-lomtatidze,ბერძენიშვილი-ლომთათიძე,1
42807,titiriani,ტიტირიანი,1
42808,top,თოფ,1
42809,arkhangelovi,არხანგელოვი,1
42810,lomtatidze-potskhishvili,ლომთათიძე-ფოცხიშვილი,1
42811,baramidze_keshelava,ბარამიძე_კეშელავა,1
42812,poberezhniki,პობერეჟნიკი,1
42813,papari,პაპარი,1
42814,eptova,ეფტოვა,1
42815,balaganin,ბალაგანინ,1
42816,ilicheva,ილიჩევა,1
42817,eremkina,ერემკინა,1
42818,henrdiqsi,ჰენრდიქსი,1
42819,makhvilodze,მახვილოძე,1
42820,matiteishvili,მათითეიშვილი,1
42821,etsadieshvili,ეცადიეშვილი,1
42822,shapatova,შაფათოვა,1
42823,shainidze-tsetskhladze,შაინიძე-ცეცხლაძე,1
42824,ormotsadze-loria,ორმოცაძე-ლორია,1
42825,kvaskhvadze-khitiri,კვასხვაძე-ხიტირი,1
42826,khvichia-bradeper,ხვიჩია-ბრადეფერ,1
42827,gogoladze-torotadze,გოგოლაძე-ტოროტაძე,1
42828,gogeshvili-goguadze,გოგეშვილი-გოგუაძე,1
42829,pampukhchiani,პამპუხჩიანი,1
42830,urushadze-tcheishvili,ურუშაძე-ჭეიშვილი,1
42831,loria-dolidze,ლორია-დოლიძე,1
42832,kerkhanochievi,კერხანოჩიევი,1
42833,arkhangelova,არხანგელოვა,1
42834,gegiadze-kvatchadze,გეგიაძე-კვაჭაძე,1
42835,namitcheishvili-murvanidze,ნამიჭეიშვილი-მურვანიძე,1
42836,leleko,ლელეკო,1
42837,margvelashvili-goguadze,მარგველაშვილი-გოგუაძე,1
42838,gurju,გურჯუ,1
42839,gvarjaladze-miqautadze,გვარჯალაძე-მიქაუტაძე,1
42840,biermann,ბიერმანნ,1
42841,peevska,პეევსკა,1
42842,kruchinini,კრუჩინინი,1
42843,veresova,ვერესოვა,1
42844,tughushi-esakia,ტუღუში-ესაკია,1
42845,odilavadze-apkhadze,ოდილავაძე-აფხაძე,1
42846,kikvadze-pirtskhalaishvili,კიკვაძე-ფირცხალაიშვილი,1
42847,gagoshashvili-imnaishvili,გაგოშაშვილი-იმნაიშვილი,1
42848,stepanian-bitchoiani,სტეპანიან-ბიჭოიანი,1
42849,zenina,ზენინა,1
42850,verbicheva,ვერბიჩევა,1
42851,ramizashvili,რამიზაშვილი,1
42852,moisrapeishvili,მოისრაფეიშვილი,1
42853,gusainova,გუსაინოვა,1
42854,ialdin,იალდინ,1
42855,boldenkova,ბოლდენკოვა,1
42856,chapidze-giorgadze,ჩაფიძე-გიორგაძე,1
42857,oragvelidze-miqeladze,ორაგველიძე-მიქელაძე,1
42858,burjanadze-chkhaidze,ბურჯანაძე-ჩხაიძე,1
42859,changelia-tavdishvili,ჩანგელია-თავდიშვილი,1
42860,sarishvili-oragvelidze,სარიშვილი-ორაგველიძე,1
42861,zhordania-imnaishvili,ჟორდანია-იმნაიშვილი,1
42862,zhozhadze-ugrekhelidze,ჟოჟაძე-უგრეხელიძე,1
42863,tokhadze-gogiberidze,თოხაძე-გოგიბერიძე,1
42864,bochikashvil-pirtskhalaishvili,ბოჩიკაშვილ-ფირცხალაიშვილი,1
42865,kozhukhareva,კოჟუხარევა,1
42866,sherstniovi,შერსტნიოვი,1
42867,todarchuk,ტოდარჩუკ,1
42868,mushalikovi,მუშალიკოვი,1
42869,siradze - tavdgiridze,სირაძე - თავდგირიძე,1
42870,arsenidze - julakhidze,არსენიძე - ჯულაყიძე,1
42871,kvatchadze-ketchekhmadze,კვაჭაძე-კეჭეხმაძე,1
42872,sarnashi,სარნაში,1
42873,shengelia-tsintsadze,შენგელია-ცინცაძე,1
42874,natsvaladze-kvatchadze,ნაცვალაძე-კვაჭაძე,1
42875,ghlonti-butsankaluri,ღლონტი-ბუწანკალური,1
42876,urushadze-dzimistarishvili,ურუშაძე-ძიმისტარიშვილი,1
42877,sulaberidze-bitsadze,სულაბერიძე-ბიწაძე,1
42878,dolidze-kalandarishvili,დოლიძე-კალანდარიშვილი,1
42879,arveladze-zenaishvili,არველაძე-ზენაიშვილი,1
42880,altinoq,ალთინოქ,1
42881,chkhaidze-patsuria,ჩხაიძე-ფაცურია,1
42882,kutaladze-oragvelidze,კუტალაძე-ორაგველიძე,1
42883,gorgiladze-oragvelidze,გორგილაძე-ორაგველიძე,1
42884,luts,ლუც,1
42885,kuzminskaia,კუზმინსკაია,1
42886,krivdiuk,კრივდიუკ,1
42887,zolotoverkh,ზოლოტოვერხ,1
42888,varentsova,ვარენცოვა,1
42889,kakhidze-torotadze,კახიძე-ტოროტაძე,1
42890,qatamadze-moistsrapeshvili,ქათამაძე-მოისწრაფეშვილი,1
42891,kvirkvelia-targamadze,კვირკველია-თარგამაძე,1
42892,grigalashvili-apkhadze,გრიგალაშვილი-აფხაძე,1
42893,grinshpun,გრინშპუნ,1
42894,chachava-imnaishvili,ჩაჩავა-იმნაიშვილი,1
42895,sharashenidze-bzekalava,შარაშენიძე-ბზეკალავა,1
42896,zenaishvili-pirtskhalaishvili,ზენაიშვილი-ფირცხალაიშვილი,1
42897,shamamukashvili,შამამუკაშვილი,1
42898,melqoniani-liparteliani,მელქონიანი-ლიპარტელიანი,1
42899,gabiskiria-oragvelidze,გაბისკირია-ორაგველიძე,1
42900,khaluashi,ხალუაში,1
42901,makhareishvili-imnaishvili,მახარეიშვილი-იმნაიშვილი,1
42902,bolqvadze-jeiranashvili,ბოლქვაძე-ჯეირანაშვილი,1
42903,goguadze-tchaknelidze,გოგუაძე-ჭაკნელიძე,1
42904,akhaladze-imnaishvili,ახალაძე-იმნაიშვილი,1
42905,baghishvili-zaqareishvili,ბაღიშვილი-ზაქარეიშვილი,1
42906,slabadeniuk,სლაბადენიუკ,1
42907,kiper,კიპერ,1
42908,khodosova,ხოდოსოვა,1
42909,pedina,ფედინა,1
42910,otrepova,ოტრეპოვა,1
42911,quridze-pirtskhalaishvili,ქურიძე-ფირცხალაიშვილი,1
42912,prima,პრიმა,1
42913,pratskova,პრაცკოვა,1
42914,inchina,ინჩინა,1
42915,kibenko,კიბენკო,1
42916,tsintsadze–panioto,ცინცაძე–პანიოტო,1
42917,ghughunishvili-chkhartishvili,ღუღუნიშვილი-ჩხარტიშვილი,1
42918,garbuzovi,გარბუზოვი,1
42919,shakhbekiani,შახბეკიანი,1
42920,blagosvetova,ბლაგოსვეტოვა,1
42921,vushir,ვუშირ,1
42922,pedin,ფედინ,1
42923,kakhadze-kochalidze,კახაძე-კოჩალიძე,1
42924,gujabidze-vadatchkoria,გუჯაბიძე-ვადაჭკორია,1
42925,arghvliani-gelashvili,არღვლიანი-გელაშვილი,1
42926,nozadze-buidze,ნოზაძე-ბუიძე,1
42927,chkhaidze-papashvili,ჩხაიძე-პაპაშვილი,1
42928,shainidze-khmaladze,შაინიძე-ხმალაძე,1
42929,ghlonti-chkhaidze,ღლონტი-ჩხაიძე,1
42930,tughushi-saluqvadze,ტუღუში-სალუქვაძე,1
42931,maghlakelidze -oragvelidze,მაღლაკელიძე -ორაგველიძე,1
42932,goguadze-khukhunaishvili,გოგუაძე-ხუხუნაიშვილი,1
42933,gogotishvili-tughushi,გოგოტიშვილი-ტუღუში,1
42934,tcheishvili-tchubabria,ჭეიშვილი-ჭუბაბრია,1
42935,vadatchkoria-butsuradze,ვადაჭკორია-ბუწურაძე,1
42936,ialdini,იალდინი,1
42937,komakhidze-tsibenko,კომახიძე-ციბენკო,1
42938,jambazishvili-kiladze,ჯამბაზიშვილი-კილაძე,1
42939,beridze -siradze,ბერიძე -სირაძე,1
42940,vorabiovski,ვორაბიოვსკი,1
42941,oqunur,ოქუნურ,1
42942,dolidze-bzekalava,დოლიძე-ბზეკალავა,1
42943,peradze-marshanishvili,ფერაძე-მარშანიშვილი,1
42944,ugrekhelidze-mgeladze,უგრეხელიძე-მგელაძე,1
42945,riubhageni,რიუბჰაგენი,1
42946,shigida,შიგიდა,1
42947,tsereteli-imnadze,წერეთელი-იმნაძე,1
42948,chkhaidze -zhordania,ჩხაიძე -ჟორდანია,1
42949,rusieshvili - dolidze,რუსიეშვილი - დოლიძე,1
42950,meletis,მელეტის,1
42951,mantkava-chkhartishvili,მანტკავა-ჩხარტიშვილი,1
42952,tevzadze-apkhadze,თევზაძე-აფხაძე,1
42953,voerner,ვოერნერ,1
42954,doborjginidze-khoperia,დობორჯგინიძე-ხოფერია,1
42955,bekerskaia,ბეკერსკაია,1
42956,begadze - bzekalava,ბეგაძე - ბზეკალავა,1
42957,ramizoghli,რამიზოღლი,1
42958,shvangiradze-pasieshvili,შვანგირაძე-ფასიეშვილი,1
42959,ninua-kvitchidze,ნინუა-კვიჭიძე,1
42960,sharashidze-putkaradze,შარაშიძე-ფუტკარაძე,1
42961,quridze-tchankvetadze,ქურიძე-ჭანკვეტაძე,1
42962,pirtskhalaishvili-mshvidobadze,ფირცხალაიშვილი-მშვიდობაძე,1
42963,khalamiova,ხალამიოვა,1
42964,slabadeniuki,სლაბადენიუკი,1
42965,labzin,ლაბზინ,1
42966,dutka,დუტკა,1
42967,zhurkova,ჟურკოვა,1
42968,okhlopkova,ოხლოპკოვა,1
42969,peodorova-qoridze,ფეოდოროვა-ქორიძე,1
42970,hilgenbergi,ჰილგენბერგი,1
42971,bilinina- sanikidze,ბილინინა- სანიკიძე,1
42972,peradze-katsadze,ფერაძე-კაცაძე,1
42973,oragvelidze-chakhunashvili,ორაგველიძე-ჩახუნაშვილი,1
42974,bolqvadze-kalandarishvili,ბოლქვაძე-კალანდარიშვილი,1
42975,burdzgla-margalitadze,ბურძგლა-მარგალიტაძე,1
42976,chkhaidze-khoperia,ჩხაიძე-ხოფერია,1
42977,tabakari,თაბაკარი,1
42978,datiashvili-tkhemaladze,დათიაშვილი-ტყემალაძე,1
42979,chkhaidze-imnaishvili,ჩხაიძე-იმნაიშვილი,1
42980,gabaidze-beridze,გაბაიძე-ბერიძე,1
42981,baramidze-imnadze,ბარამიძე-იმნაძე,1
42982,kinalovskaia,კინალოვსკაია,1
42983,varabiovskaia,ვარაბიოვსკაია,1
42984,bibinidze-abashidze,ბიბინიძე-აბაშიძე,1
42985,balanov,ბალანოვ,1
42986,dabrianskaia,დაბრიანსკაია,1
42987,mskhiladze-chkhaidze,მსხილაძე-ჩხაიძე,1
42988,qarqashadze-oragvelidze,ქარქაშაძე-ორაგველიძე,1
42989,dantsovi,დანცოვი,1
42990,bakirov,ბაკიროვ,1
42991,hajioghlu,ჰაჯიოღლუ,1
42992,mushalikova,მუშალიკოვა,1
42993,gashkova,გაშკოვა,1
42994,grashova,გრაშოვა,1
42995,khoshbegian,ხოშბეგიან,1
42996,badoian-tomasian,ბადოიან-ტომასიან,1
42997,prokhachev,პროხაჩევ,1
42998,meshetsian,მეშეციან,1
42999,tolokolnikova,ტოლოკოლნიკოვა,1
43000,aiebov,აიებოვ,1
43001,dolidze dvalidze,დოლიძე დვალიძე,1
43002,zurgaloghli,ზურგალოღლი,1
43003,shubladze-chitaishvili,შუბლაძე-ჩიტაიშვილი,1
43004,uchadze-mujiri,უჩაძე-მუჯირი,1
43005,doborjginidze-darchia,დობორჯგინიძე-დარჩია,1
43006,davitadze-qatamadze,დავითაძე-ქათამაძე,1
43007,goguadze-vasadze,გოგუაძე-ვასაძე,1
43008,antadze-gorgadze,ანთაძე-გორგაძე,1
43009,kobakhidze-ketchakhmadze,კობახიძე-კეჭაყმაძე,1
43010,qaplandar,ქაფლანდარ,1
43011,sioradze,სიორაძე,1
43012,davitadze-bolqvadze,დავითაძე-ბოლქვაძე,1
43013,turazian,ტურაზიან,1
43014,nozadze-oniani,ნოზაძე-ონიანი,1
43015,pshibieva,ფშიბიევა,1
43016,tughushi-tarkhnishvili,ტუღუში-თარხნიშვილი,1
43017,morgoshia-lomadze,მორგოშია-ლომაძე,1
43018,antelidze-qarchava,ანთელიძე-ქარჩავა,1
43019,davitaishvili,დავითაიშვილი,1
43020,toraeva,ტორაევა,1
43021,kulikina,კულიკინა,1
43022,grigoliantski,გრიგოლიანცკი,1
43023,qinqladze-tumachinskaia,ქინქლაძე-ტუმაჩინსკაია,1
43024,samnidze-katsadze,სამნიძე-კაცაძე,1
43025,beruashvili-ghlonti,ბერუაშვილი-ღლონტი,1
43026,japoshvili-gudavadze,ჯაფოშვილი-გუდავაძე,1
43027,sadghobelashvili-gogelia,სადღობელაშვილი-გოგელია,1
43028,diulgaridu,დიულგარიდუ,1
43029,loeva,ლოევა,1
43030,goglichadze-kupradze,გოგლიჩაძე-კუპრაძე,1
43031,shavkatova,შავკატოვა,1
43032,qartvelishvili-didia,ქართველიშვილი-დიდია,1
43033,muziukova,მუზიუკოვა,1
43034,pashaliev,პაშალიევ,1
43035,khornanikina,ხორნანიკინა,1
43036,shindrikova,შინდრიკოვა,1
43037,siomichkina,სიომიჩკინა,1
43038,rizhevskaia,რიჟევსკაია,1
43039,neronova,ნერონოვა,1
43040,mordiashova,მორდიაშოვა,1
43041,iushkene,იუშკენე,1
43042,kanatian,კანატიან,1
43043,jakheli-qarchiladze,ჯაყელი-ქარჩილაძე,1
43044,kvirikashvili-todradze,კვირიკაშვილი-თოდრაძე,1
43045,aqdeniz,აქდენიზ,1
43046,matcharashvili-ghlonti,მაჭარაშვილი-ღლონტი,1
43047,bettsler,ბეტცლერ,1
43048,kurtanidze-miqadze,კურტანიძე-მიქაძე,1
43049,galtsova,გალცოვა,1
43050,khutinaeva,ხუტინაევა,1
43051,chalueva,ჩალუევა,1
43052,shuiskaia,შუისკაია,1
43053,shelakova,შელაკოვა,1
43054,vatter-tughushi,ვატტერ-ტუღუში,1
43055,khugosian,ხუგოსიან,1
43056,kharechko,ხარეჩკო,1
43057,sidochenko,სიდოჩენკო,1
43058,dudar,დუდარ,1
43059,belenki,ბელენკი,1
43060,babii,ბაბიი,1
43061,baranikov,ბარანიკოვ,1
43062,gorgasalidze,გორგასალიძე,1
43063,bichelashvili-tevdoradze,ბიჩელაშვილი-თევდორაძე,1
43064,turqsali,თურქსალი,1
43065,qserras,ქსერრას,1
43066,tcholokava-pirtskhalashvili,ჭოლოკავა-ფირცხალაშვილი,1
43067,chelestino,ჩელესტინო,1
43068,dudoglo,დუდოგლო,1
43069,kardamanova,კარდამანოვა,1
43070,tomerian,ტომერიან,1
43071,sarapian,სარაფიან,1
43072,tartilova,ტარტილოვა,1
43073,steshakova,სტეშაკოვა,1
43074,tashtanova,ტაშტანოვა,1
43075,gogritchidze,გოგრიჭიძე,1
43076,palavandishvili-gogiashvili,ფალავანდიშვილი-გოგიაშვილი,1
43077,karotkikh,კაროტკიხ,1
43078,mikhevi,მიხევი,1
43079,zaets,ზაეც,1
43080,bubutashvili,ბუბუტაშვილი,1
43081,mejidov,მეჯიდოვ,1
43082,sharapa,შარაპა,1
43083,agashkov,აგაშკოვ,1
43084,podbeltsev,პოდბელცევ,1
43085,boliak,ბოლიაკ,1
43086,batiaev,ბატიაევ,1
43087,atamanova,ატამანოვა,1
43088,kevanishvili,კევანიშვილი,1
43089,pukhlov,პუხლოვ,1
43090,zhestovskaia,ჟესტოვსკაია,1
43091,petieshvili,პეტიეშვილი,1
43092,petrenkovi,პეტრენკოვი,1
43093,melqanian,მელქანიან,1
43094,kartavtseva,კარტავცევა,1
43095,komushov,კომუშოვ,1
43096,iriq,ირიქ,1
43097,khomeriki-burtchuladze,ხომერიკი-ბურჭულაძე,1
43098,ramishvili-beridze,რამიშვილი-ბერიძე,1
43099,makharadze-tsenteradze,მახარაძე-ცენტერაძე,1
43100,marakasova,მარაკასოვა,1
43101,laghidze-zhghenti,ლაღიძე-ჟღენტი,1
43102,kughuradze,კუღურაძე,1
43103,kubusidze-dvalishvili,კუბუსიძე-დვალიშვილი,1
43104,klimen,კლიმენ,1
43105,tavdgiridze-mskhiladze,თავდგირიძე-მსხილაძე,1
43106,zapiri,ზაფირი,1
43107,grapshinski-tavberidze,გრაფშინსკი-თავბერიძე,1
43108,gordeladze-shavishvili,გორდელაძე-შავიშვილი,1
43109,pediachenko,ფედიაჩენკო,1
43110,starostina,სტაროსტინა,1
43111,olkhovik,ოლხოვიკ,1
43112,krainiukova,კრაინიუკოვა,1
43113,kopieva,კოპიევა,1
43114,deshkova,დეშკოვა,1
43115,bogotopova,ბოგოტოპოვა,1
43116,khutornoi,ხუტორნოი,1
43117,sergeikin,სერგეიკინ,1
43118,kuranov,კურანოვ,1
43119,koriakin,კორიაკინ,1
43120,bikbulatov,ბიკბულატოვ,1
43121,mogilini,მოგილინი,1
43122,tchabukviani,ჭაბუკვიანი,1
43123,kutitov,კუტიტოვ,1
43124,kartavtsevi,კარტავცევი,1
43125,jijaia,ჯიჯაია,1
43126,konoshko,კონოშკო,1
43127,inochkina,ინოჩკინა,1
43128,makharadze-shavadze,მახარაძე-შავაძე,1
43129,kharshiladze-shvangiradze,ხარშილაძე-შვანგირაძე,1
43130,cherkovskaia,ჩერკოვსკაია,1
43131,snesar,სნესარ,1
43132,zhelonkina,ჟელონკინა,1
43133,papunashvili-tchamiashvili,პაპუნაშვილი-ჭამიაშვილი,1
43134,obadenko,ობადენკო,1
43135,iantsen,იანცენ,1
43136,zelencheva,ზელენჩევა,1
43137,gitalova,გიტალოვა,1
43138,chichilovi,ჩიჩილოვი,1
43139,tevzadze-talakvadze,თევზაძე-თალაკვაძე,1
43140,giginieshvili,გიგინიეშვილი,1
43141,tsikhesashvili-kapanadze,ციხესაშვილი-კაპანაძე,1
43142,pantskhava-totochava,ფანცხავა-ტოტოჩავა,1
43143,jakhutaishvili-gogelia,ჯახუტაიშვილი-გოგელია,1
43144,zhghenti-shetsiruli,ჟღენტი-შეწირული,1
43145,jijieshvili-chkhartishvili,ჯიჯიეშვილი-ჩხარტიშვილი,1
43146,khantadze-gagua,ხანთაძე-გაგუა,1
43147,shope,შოპე,1
43148,qarchiladze-tchakhnakia,ქარჩილაძე-ჭახნაკია,1
43149,qaldani-shatirishvili,ქალდანი-შათირიშვილი,1
43150,satseradze-dzidzishvili,საცერაძე-ძიძიშვილი,1
43151,pertslmaier,პერცლმაიერ,1
43152,kvarantskhelia,კვარანცხელია,1
43153,doborjginidze-burtchuladze,დობორჯგინიძე-ბურჭულაძე,1
43154,akjoian,აკჯოიან,1
43155,qavtaradze-qoridze,ქავთარაძე-ქორიძე,1
43156,muslieva,მუსლიევა,1
43157,mindadze–lezhava,მინდაძე–ლეჟავა,1
43158,girkelidze-vinsentich,გირკელიძე-ვინსენტიჩ,1
43159,baghishvili-qartvelishvili,ბაღიშვილი-ქართველიშვილი,1
43160,khushkadamova,ხუშკადამოვა,1
43161,kheidarova,ხეიდაროვა,1
43162,qamashadze,ქამაშაძე,1
43163,simantieva-kheladze,სიმანტიევა-ხელაძე,1
43164,kudisova,კუდისოვა,1
43165,kheidarov,ხეიდაროვ,1
43166,revazishvili-babilodze,რევაზიშვილი-ბაბილოძე,1
43167,prokhacheva,პროხაჩევა,1
43168,ternovanova,ტერნოვანოვა,1
43169,zurabaishvili,ზურაბაიშვილი,1
43170,sergeikina,სერგეიკინა,1
43171,estamirovi,ესტამიროვი,1
43172,kdlian,კდლიან,1
43173,tsitaishvili-quridze,წიტაიშვილი-ქურიძე,1
43174,qarsashvili,ქარსაშვილი,1
43175,sutidze-kutaladze,სუთიძე-კუტალაძე,1
43176,skandzu,სკანძუ,1
43177,meladze-beridze,მელაძე-ბერიძე,1
43178,jintcharadze-gorgadze,ჯინჭარაძე-გორგაძე,1
43179,shakhbegian,შახბეგიან,1
43180,goguadze-tskhomelidze,გოგუაძე-ცხომელიძე,1
43181,oboladze-tsagareishvili,ობოლაძე-ცაგარეიშვილი,1
43182,mujiri-baramidze,მუჯირი-ბარამიძე,1
43183,chkhaidze-mgeladze,ჩხაიძე-მგელაძე,1
43184,makharadze-chkhartishvili,მახარაძე-ჩხარტიშვილი,1
43185,krjoian,კრჯოიან,1
43186,darbinian-tamasian,დარბინიან-ტამასიან,1
43187,khutsishvili-tsertsvadze,ხუციშვილი-ცერცვაძე,1
43188,krungina,კრუნგინა,1
43189,dopidze-tavadze,დოფიძე-თავაძე,1
43190,pupaeva,ფუფაევა,1
43191,lomadze-imedashvili,ლომაძე-იმედაშვილი,1
43192,zurnajiani-egnatieva,ზურნაჯიანი-ეგნატიევა,1
43193,tsenteradze-saluqvadze,ცენტერაძე-სალუქვაძე,1
43194,danelia-topuria,დანელია-თოფურია,1
43195,komakhidze-gagnidze,კომახიძე-გაგნიძე,1
43196,khilinskaia,ხილინსკაია,1
43197,kutlimetova,კუტლიმეტოვა,1
43198,kiakhieva,კიახიევა,1
43199,varapaia,ვარაპაია,1
43200,kubusidze-lomadze,კუბუსიძე-ლომაძე,1
43201,kvirchiladze-aroshidze,კვირჩილაძე-აროშიძე,1
43202,tsomaia-sharashenidze,ცომაია-შარაშენიძე,1
43203,ebralidze_mamuladze,ებრალიძე_მამულაძე,1
43204,dolidze-ghlonti,დოლიძე-ღლონტი,1
43205,bakaev,ბაკაევ,1
43206,andosov,ანდოსოვ,1
43207,tughushi-gotua,ტუღუში-გოთუა,1
43208,lomtadze-eliadze,ლომთაძე-ელიაძე,1
43209,chkhartishvili-chkhaidze,ჩხარტიშვილი-ჩხაიძე,1
43210,sarishvili-zaqariadze,სარიშვილი-ზაქარიაძე,1
43211,mdinaradze-shtaineri,მდინარაძე-შტაინერი,1
43212,lezhava-artilakhva,ლეჟავა-ართილაყვა,1
43213,dolidze-saluqvadze,დოლიძე-სალუქვაძე,1
43214,dolidze-bakuradze,დოლიძე-ბაკურაძე,1
43215,goguadze-chkhartishvili,გოგუაძე-ჩხარტიშვილი,1
43216,gogichaishvili-svanidze,გოგიჩაიშვილი-სვანიძე,1
43217,gelashvili-kubusidze,გელაშვილი-კუბუსიძე,1
43218,abuladze-gogratchadze,აბულაძე-გოგრაჭაძე,1
43219,morchiladze-katsadze,მორჩილაძე-კაცაძე,1
43220,qamadadze-varshanidze,ქამადაძე-ვარშანიძე,1
43221,komiagina,კომიაგინა,1
43222,dubiniak,დუბინიაკ,1
43223,bolodian,ბოლოდიან,1
43224,pomenkova,ფომენკოვა,1
43225,nomirovskaia,ნომიროვსკაია,1
43226,kisidi,კისიდი,1
43227,gervasi,გერვასი,1
43228,davidkina,დავიდკინა,1
43229,kvatchadze-nadiradze,კვაჭაძე-ნადირაძე,1
43230,shaiakhmetova,შაიახმეტოვა,1
43231,soldachiuk,სოლდაჩიუკ,1
43232,sova,სოვა,1
43233,naginaeva,ნაგინაევა,1
43234,loshtabega,ლოშტაბეგა,1
43235,kiriasova,კირიასოვა,1
43236,voitova,ვოიტოვა,1
43237,agarkina,აგარკინა,1
43238,ugulava-qurtsua,უგულავა-ქურცუა,1
43239,topoeva,ტოპოევა,1
43240,mndelian,მნდელიან,1
43241,maqsimelishvili,მაქსიმელიშვილი,1
43242,krivenda,კრივენდა,1
43243,dodorass,დოდორასს,1
43244,bogveli-shoshitashvili,ბოგველი-შოშიტაშვილი,1
43245,abashidze-qartsivadze,აბაშიძე-ქარცივაძე,1
43246,tsetskhladze-morgoshia,ცეცხლაძე-მორგოშია,1
43247,shilakadze-kharegishvili,შილაკაძე-ყარეგიშვილი,1
43248,avaliani-abashmadze,ავალიანი-აბაშმაძე,1
43249,tsintsadze-nikolaishvili,ცინცაძე-ნიკოლაიშვილი,1
43250,moldovan,მოლდოვან,1
43251,megreladze-chkhartishvili,მეგრელაძე-ჩხარტიშვილი,1
43252,gagua-mzhavanadze,გაგუა-მჟავანაძე,1
43253,raikhel-kobaladze,რაიხელ-კობალაძე,1
43254,khurtsidze-lomadze,ხურციძე-ლომაძე,1
43255,shenova,შენოვა,1
43256,plamodialova,პლამოდიალოვა,1
43257,petrushi,პეტრუში,1
43258,iantsena,იანცენა,1
43259,bilikhodze-gogotishvilisa,ბილიხოძე-გოგოტიშვილისა,1
43260,antanosian-arakelian,ანტანოსიან-არაკელიან,1
43261,vacheishvili-khurtsidze,ვაჩეიშვილი-ხურციძე,1
43262,grizlova,გრიზლოვა,1
43263,beradze-rokhua,ბერაძე-როყუა,1
43264,krasotkin,კრასოტკინ,1
43265,kultunova,კულტუნოვა,1
43266,gushan,გუშან,1
43267,kramajian,კრამაჯიან,1
43268,shurupov,შურუპოვ,1
43269,beqirova,ბექიროვა,1
43270,shopin,შოპინ,1
43271,pershaev,პერშაევ,1
43272,gusev,გუსევ,1
43273,ianzhian,იანჟიან,1
43274,jijieshvili-mzhavia,ჯიჯიეშვილი-მჟავია,1
43275,paghava-putkaradze,ფაღავა-ფუტკარაძე,1
43276,ter-antonian-tamasian,ტერ-ანტონიან-ტამასიან,1
43277,kidiarova,კიდიაროვა,1
43278,vataeva,ვატაევა,1
43279,gigauri-kukasiani,გიგაური-კუკასიანი,1
43280,tovgazova,ტოვგაზოვა,1
43281,sliusarenko,სლიუსარენკო,1
43282,vasiletsi,ვასილეცი,1
43283,batalina,ბატალინა,1
43284,kauter,კაუტერ,1
43285,rapshinskaia,რაფშინსკაია,1
43286,khagba,ხაგბა,1
43287,qurshuni,ქურშუნი,1
43288,tishkova,ტიშკოვა,1
43289,skamkochashvili-totochava,სკამკოჩაშვილი-ტოტოჩავა,1
43290,laghidze-giorgadze,ლაღიძე-გიორგაძე,1
43291,kutubidze-qurasbediani,კუტუბიძე-ქურასბედიანი,1
43292,vodolazhskaia,ვოდოლაჟსკაია,1
43293,tseladze-ghlonti,ცელაძე-ღლონტი,1
43294,lantarev,ლანტარევ,1
43295,tatarinov,ტატარინოვ,1
43296,kiselmani,კისელმანი,1
43297,kutitova,კუტიტოვა,1
43298,potolashvili-bolqvadze,ფოთოლაშვილი-ბოლქვაძე,1
43299,bajelidze-maminashvili,ბაჯელიძე-მამინაშვილი,1
43300,baijan,ბაიჯან,1
43301,menabde-khurtsidze,მენაბდე-ხურციძე,1
43302,ghorjomelidze,ღორჯომელიძე,1
43303,khurtsidze-neparidze,ხურციძე-ნეფარიძე,1
43304,papidze-ramishvili,პაპიძე-რამიშვილი,1
